65030	21.938	0.90473	5675.9
65060	22.19	0.93621	5363.5
65090	22.478	0.82442	5502.1
65120	22.727	1.0307	5342.4
65150	22.917	0.9328	5422
65180	23.11	0.84286	5307.3
65210	23.229	0.66136	5358.9
65240	23.41	0.89381	5347.8
65270	23.715	0.59039	5333.6
65300	24.039	1.1099	5249.2
65330	24.408	0.85057	5181.7
65360	24.846	0.90055	5199.3
65391	25.301	1.7055	5004.2
65421	25.684	1.5204	4953.2
65451	25.946	0.78591	4791.1
65481	26.27	0.98857	4679.4
65511	26.527	1.2979	4752
65541	26.724	1.0708	4672.6
65571	26.897	1.4569	4550.4
65601	27.04	1.088	4558.6
65631	27.227	0.9892	4538.5
65661	27.36	1.0862	4500.6
65691	27.536	0.97969	4538.3
65721	27.778	0.95523	4378.3
65751	28.069	1.1164	4436.7
65781	28.386	1.1297	4360.1
65811	28.62	0.93256	4281.8
65841	28.866	1.0783	4330.6
65871	29.131	1.1272	4351.1
65901	29.415	0.88057	4259.4
65931	29.693	1.3173	4228.6
65961	30.063	1.1073	4120
65992	30.502	1.283	4116
66022	30.954	1.2984	4021.3
66052	31.39	1.2135	4067.6
66082	31.782	1.2577	3911.1
66112	32.094	1.3148	4007.9
66142	32.409	1.1865	3821.9
66172	32.711	1.0851	3912.3
66202	32.993	1.1896	3774.6
66232	33.266	1.0045	3756.8
66262	33.549	1.148	3789
66292	33.825	1.5288	3623.3
66322	34.186	1.323	3631.7
66352	34.569	1.2157	3567.1
66382	34.899	1.2805	3539.1
66412	35.245	1.2142	3501.2
66442	35.68	1.0653	3510.8
66472	36.067	0.91283	3502.5
66502	36.468	1.0073	3380.6
66532	36.752	1.1439	3404.6
66563	37.074	1.4918	NaN
66593	37.422	1.1074	NaN
66623	37.834	0.94291	3270.3
66653	38.266	1.1981	3260.9
66683	38.633	1.1844	3172.1
66713	39.011	1.1841	3219.5
66743	39.35	1.4274	3197.5
66773	39.652	1.1812	3073.8
66803	39.856	1.5416	3078.5
66833	40.013	1.1932	3110.1
66863	40.162	1.147	3026.4
66893	40.407	1.1464	3081
66923	40.741	1.0242	2983.2
66953	41.118	1.1067	2928.9
66983	41.604	1.2421	2898
67013	41.996	1.1741	2850.5
67043	42.377	1.293	2862.1
67073	42.688	1.2108	2745.3
67103	42.848	1.1965	2614.5
67133	42.973	1.1128	2639.4
67164	43.146	1.2211	2668.6
67194	43.387	1.0201	2688.2
67224	43.676	1.0339	2573
67254	43.951	1.1357	2492.6
67284	44.23	1.1353	2417.9
67314	44.494	1.3396	2548.4
67344	44.755	1.2149	2572.5
67374	44.997	1.2891	2496.2
67404	45.242	1.6819	2569.8
67434	45.442	1.191	2547
67464	45.732	1.1602	2410.3
67494	46.057	1.1619	2433.6
67524	46.35	1.0008	2471.1
67554	46.803	1.0155	2337.3
67584	47.331	1.2294	2353.5
67614	47.764	1.0943	2407.4
67644	48.119	1.2448	2337.2
67674	48.445	1.1784	2301
67704	48.753	1.2134	2265
67734	49.081	1.043	2300.3
67765	49.392	1.3012	2255.4
67795	49.63	1.2184	2250.7
67825	49.81	1.371	2299.5
67855	50.111	1.4047	2138.8
67885	50.474	1.0898	2089.9
67915	50.817	1.0434	2055.7
67945	51.125	0.94019	2067.9
67975	51.286	1.0562	2077.1
68005	51.435	1.1044	2074.6
68035	51.557	0.99056	2120.1
68065	51.76	0.90459	1931.5
68095	51.987	0.88326	2024
68125	52.189	0.76777	1860
68155	52.411	0.78128	2078
68185	52.629	0.71849	2109.5
68215	52.771	0.73124	2114.9
68245	52.957	0.73051	2011.1
68275	53.172	0.88435	1983.4
68305	53.488	0.84257	1862.4
68336	53.834	1.0129	1960.4
68366	54.269	1.2819	1889.5
68396	54.851	1.2453	1846.1
68426	55.33	1.0684	1880.3
68456	55.855	0.98313	1832.3
68486	56.125	0.89717	1793.8
68516	56.312	1.0246	1765.3
68547	56.387	0.86568	1810.4
68577	56.469	0.63863	1778.5
68607	56.557	0.57471	1793.7
68637	56.61	NaN	1787.2
68667	56.802	NaN	1773.1
68697	57.019	NaN	1747.4
68727	57.345	NaN	1709.7
68757	57.701	NaN	1721.2
68787	57.959	NaN	1794.5
68817	58.227	NaN	1728.8
68847	58.366	0.71036	1709.4
68877	58.59	0.97675	1729.5
68907	58.915	0.90507	1740.6
68938	59.205	1.0198	1739.5
68968	59.605	0.90419	1700.3
68998	59.91	1.0094	1611.6
69028	60.184	1.0401	1715.3
69058	60.443	0.9486	1599.7
69088	60.702	0.81894	1601.6
69118	61.013	0.6405	1628.3
69148	61.386	1.1175	1596
69178	61.728	0.92436	1548.6
69208	62.035	0.83128	1548.9
69238	62.278	0.77194	1581.7
69268	62.52	0.74699	1482.8
69298	62.668	0.86387	1443.8
69328	62.892	0.74472	1518.3
69358	63.164	0.72518	1610.1
69388	63.44	NaN	1541.3
69418	63.7	NaN	1491.9
69448	63.768	NaN	1488
69478	63.852	NaN	1520.7
69508	63.963	NaN	1564.7
69539	63.997	NaN	1483.7
69569	64.073	NaN	1417
69599	64.287	NaN	1426.9
69629	64.474	NaN	1523.7
69659	64.739	NaN	1419.4
69689	65.094	0.77666	1413
69719	65.557	0.74978	1360.3
69749	65.869	0.74808	1388.1
69779	66.211	0.6566	1335.7
69809	66.39	0.71675	1372.3
69839	66.537	0.64805	1439.1
69869	66.753	0.8223	1324.2
69899	66.974	0.97525	1297.4
69929	67.312	0.79852	1284
69959	67.577	0.7416	1245.6
69989	67.791	0.81974	1309.8
70019	67.961	0.74886	1306.2
70049	68.048	0.76882	1222.9
70079	68.089	0.58868	1349.7
70109	68.124	0.64288	1274.4
70140	68.262	NaN	1293.1
70170	68.517	NaN	1230.7
70200	68.798	NaN	1239.1
70230	69.147	NaN	1188.1
70260	69.454	NaN	1186
70290	69.672	NaN	1223.1
70320	69.863	NaN	1308
70350	70.113	NaN	1212.2
70380	70.25	NaN	1138.7
70410	70.442	NaN	1213.7
70440	70.555	NaN	1112.9
70470	70.632	NaN	1152
70500	70.655	NaN	1119.2
70530	70.711	NaN	1138.5
70560	70.783	NaN	1079.1
70590	70.94	NaN	1062.4
70620	71.183	NaN	1108.9
70650	71.455	NaN	1005.9
70680	71.795	NaN	1074.6
70711	72.195	NaN	1044.7
70741	72.437	NaN	1071
70771	72.527	NaN	1144.7
70801	72.57	NaN	980.28
70831	72.629	NaN	1089.7
70861	72.599	NaN	1025.4
70891	72.681	NaN	995.62
70921	72.913	NaN	1058
70951	73.23	NaN	1008.3
70981	73.449	NaN	989.87
71011	73.621	NaN	983.91
71041	73.797	NaN	967.88
71071	73.845	NaN	917.53
71101	73.884	NaN	894.66
